fold,model,model_type,feature_group,slice_type,slice_value,n_obs,brier,log_loss,avg_pred,avg_actual,auc
1,logit_pca_controls_static_dynamic_topology,logit,pca_controls_static_dynamic,broad_family,crypto_microstrategy,336,0.00017892625452956446,0.011820161199113579,0.011729345503803565,0.0,
1,logit_pca_controls_static_dynamic_topology,logit,pca_controls_static_dynamic,broad_family,crypto_policy,336,0.0008069096822723076,0.02495845126863346,0.024543991618248235,0.0,
1,logit_pca_controls_static_dynamic_topology,logit,pca_controls_static_dynamic,broad_family,macro_fed_rates,9129,0.039815388527981214,0.17539250354037875,0.11836063610171645,0.1407602147004053,0.9392496582185298
1,logit_pca_controls_static_dynamic_topology,logit,pca_controls_static_dynamic,Y_i,0,13565,0.011225858151199683,0.04921972395482022,0.039693865033316116,0.0,
1,logit_pca_controls_static_dynamic_topology,logit,pca_controls_static_dynamic,Y_i,1,1285,0.2464481243757106,1.0398159743133089,0.6586278733704486,1.0,
1,logit_pca_controls_static_dynamic_topology,logit,pca_controls_static_dynamic,active_count_bucket,26-50,1740,0.013888274948195542,0.05384106186754444,0.08872906163865978,0.1,1.0
1,logit_pca_controls_static_dynamic_topology,logit,pca_controls_static_dynamic,active_count_bucket,51-100,13110,0.03392822328252873,0.14570142141801762,0.09385168033613209,0.08474446987032799,0.9122822566446995
1,logit_pca_controls_static_dynamic_topology,logit,pca_controls_static_dynamic,prob_bucket,0-5%,5606,3.239027748614962e-05,0.004628565686293563,0.0046122575903584755,0.0,
1,logit_pca_controls_static_dynamic_topology,logit,pca_controls_static_dynamic,prob_bucket,5-10%,2545,0.0005539100901798475,0.01467533210665418,0.014386905656045902,0.0,
1,logit_pca_controls_static_dynamic_topology,logit,pca_controls_static_dynamic,prob_bucket,10-25%,2758,0.08159972962448095,0.3840205615389421,0.018079394430722703,0.0830311820159536,0.4140183478634737
1,logit_pca_controls_static_dynamic_topology,logit,pca_controls_static_dynamic,prob_bucket,25-50%,2093,0.04353372801642079,0.18268354653243285,0.11214550707941236,0.022933588150979456,0.5947178076609617
1,logit_pca_controls_static_dynamic_topology,logit,pca_controls_static_dynamic,prob_bucket,50-75%,1493,0.06785836666708626,0.24101360363719632,0.5566052168549248,0.5679839249832552,0.9884488810881966
1,logit_pca_controls_static_dynamic_topology,logit,pca_controls_static_dynamic,prob_bucket,75-90%,354,0.13887784744557033,0.3878178991348373,0.5815357953598764,0.4519774011299435,0.9762564432989691
1,logit_pca_controls_static_dynamic_topology,logit,pca_controls_static_dynamic,prob_bucket,90-95%,1,0.7298780963379057,1.9264048500909496,0.854329032830973,0.0,
1,xgb_pca_controls,xgb,pca_controls,overall,overall,14850,0.04414012421371332,0.14857044758629437,0.09635724137872709,0.08653198653198653,0.9642185126806944
1,xgb_pca_controls,xgb,pca_controls,broad_domain,crypto,5721,0.0237392101224226,0.0896741037145411,0.06452948733053358,0.0,
1,xgb_pca_controls,xgb,pca_controls,broad_domain,macro,9129,0.05692505460217583,0.1854798553297822,0.1163031917467537,0.1407602147004053,0.9693755369788701
