fold,model,model_type,feature_group,category,slice_type,slice_value,n_obs,brier,log_loss,avg_pred,avg_actual,auc
5,xgb_pca,xgb,pca,xgboost,broad_family,macro_fed_rates,11833,0.05030891981093212,0.1592840712292911,0.06694603325048414,0.11358066424406321,0.9815521022023072
5,xgb_pca,xgb,pca,xgboost,Y_i,0,18937,0.012253770161043174,0.06416552672922507,0.055276350976018254,0.0,
5,xgb_pca,xgb,pca,xgboost,Y_i,1,1344,0.43078736477290347,1.1855315846223884,0.37901445267544615,1.0,
5,xgb_pca,xgb,pca,xgboost,active_count_bucket,51-100,20281,0.03998954015060683,0.13847724616162047,0.07673012587291836,0.06626892165080617,0.9455274396683742
5,xgb_pca,xgb,pca,xgboost,prob_bucket,0-5%,10673,0.000221772988709853,0.015004044300067491,0.014892044477164745,0.0,
5,xgb_pca,xgb,pca,xgboost,prob_bucket,5-10%,2638,0.00022237016313393708,0.015024008543683144,0.014911705528479846,0.0,
5,xgb_pca,xgb,pca,xgboost,prob_bucket,10-25%,3279,0.08937188865163531,0.3085071644691752,0.07419944777414453,0.10247026532479414,0.7781175671083927
5,xgb_pca,xgb,pca,xgboost,prob_bucket,25-50%,1673,0.024753865757999722,0.15848048245819316,0.14407412278050089,0.0,
5,xgb_pca,xgb,pca,xgboost,prob_bucket,50-75%,1444,0.2501121073093679,0.6917926540612302,0.35119752375372887,0.46537396121883656,0.6140783061929435
5,xgb_pca,xgb,pca,xgboost,prob_bucket,75-90%,495,0.21143256211840689,0.6132111737173137,0.6264658107902065,0.5252525252525253,0.8542225859247137
5,xgb_pca,xgb,pca,xgboost,prob_bucket,90-95%,79,0.09860286949904981,0.3729692044240487,0.7128862738609314,0.9620253164556962,0.5
5,xgb_pca_controls,xgb,pca_controls,xgboost,overall,overall,20281,0.032878858861699105,0.12030481358846658,0.07874362080209048,0.06626892165080617,0.978343055419348
5,xgb_pca_controls,xgb,pca_controls,xgboost,broad_domain,crypto,8448,0.01599086788429165,0.08730322583133841,0.07711554996091184,0.0,
5,xgb_pca_controls,xgb,pca_controls,xgboost,broad_domain,macro,11833,0.04493579689745826,0.14386582207086485,0.07990595854114879,0.11358066424406321,0.9919916102583659
5,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,crypto_btc,4638,0.01407109444339258,0.0808781661842667,0.07212679694378978,0.0,
5,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,crypto_eth,3138,0.02204093817475778,0.10989246836542911,0.0955096509350954,0.0,
5,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,crypto_microstrategy,336,0.0001488518792859628,0.012275523734883846,0.012200486846268177,0.0,
5,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,crypto_policy,336,0.0018292786732471056,0.040052307603811045,0.03910545723157979,0.0,
5,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,macro_fed_rates,11833,0.04493579689745826,0.14386582207086485,0.07990595854114879,0.11358066424406321,0.9919916102583659
5,xgb_pca_controls,xgb,pca_controls,xgboost,Y_i,0,18937,0.009123094562991322,0.06063818627249069,0.054965664283735165,0.0,
5,xgb_pca_controls,xgb,pca_controls,xgboost,Y_i,1,1344,0.3675982848472862,0.9610093682630465,0.4137757358229941,1.0,
5,xgb_pca_controls,xgb,pca_controls,xgboost,active_count_bucket,51-100,20281,0.032878858861699105,0.12030481358846658,0.07874362080209048,0.06626892165080617,0.978343055419348
5,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,0-5%,10673,0.00039019942332663767,0.019522810070977507,0.01932495137018484,0.0,
5,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,5-10%,2638,0.000339601959024022,0.01815217419001253,0.017980111172949505,0.0,
5,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,10-25%,3279,0.07210559799925241,0.23582819301360958,0.08941582252066123,0.10247026532479414,0.9959225280326197
5,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,25-50%,1673,0.035956668005573594,0.1936795678001437,0.17207259681238363,0.0,
5,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,50-75%,1444,0.21018134607313155,0.5982172643957786,0.3378819273862152,0.46537396121883656,0.8458202257586973
5,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,75-90%,495,0.10276944780756396,0.3760058157039191,0.45281203307888723,0.5252525252525253,1.0
5,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,90-95%,79,0.13662235890923372,0.4606881848694202,0.6354080785678912,0.9620253164556962,1.0
5,xgb_pca_topology,xgb,pca_topology,xgboost,overall,overall,20281,0.02940844132463123,0.11501137954225243,0.07653856341925043,0.06626892165080617,0.9662235306542747
5,xgb_pca_topology,xgb,pca_topology,xgboost,broad_domain,crypto,8448,0.01513673422454045,0.08341527284267725,0.07359535994372422,0.0,
5,xgb_pca_topology,xgb,pca_topology,xgboost,broad_domain,macro,11833,0.03959752115067424,0.1375689650571693,0.07863982116971484,0.11358066424406321,0.9797168462198494
5,xgb_pca_topology,xgb,pca_topology,xgboost,broad_family,crypto_btc,4638,0.0108287701540219,0.06798523726815127,0.061372210501374716,0.0,
5,xgb_pca_topology,xgb,pca_topology,xgboost,broad_family,crypto_eth,3138,0.024305927895633885,0.1161448951209317,0.09971306008245817,0.0,
5,xgb_pca_topology,xgb,pca_topology,xgboost,broad_family,crypto_microstrategy,336,0.00025082652018943233,0.015964256942972332,0.015837503597140312,0.0,
5,xgb_pca_topology,xgb,pca_topology,xgboost,broad_family,crypto_policy,336,0.003854212224051643,0.05818459316348045,0.05615566890420658,0.0,
5,xgb_pca_topology,xgb,pca_topology,xgboost,broad_family,macro_fed_rates,11833,0.03959752115067424,0.1375689650571693,0.07863982116971484,0.11358066424406321,0.9797168462198494
5,xgb_pca_topology,xgb,pca_topology,xgboost,Y_i,0,18937,0.007795660505621769,0.053685665862018665,0.048744821372289145,0.0,
5,xgb_pca_topology,xgb,pca_topology,xgboost,Y_i,1,1344,0.33393316630199893,0.9790925104667962,0.46815321605563875,1.0,
5,xgb_pca_topology,xgb,pca_topology,xgboost,active_count_bucket,51-100,20281,0.02940844132463123,0.11501137954225243,0.07653856341925043,0.06626892165080617,0.9662235306542747
5,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,0-5%,10673,0.00023876432005849274,0.015543172874491664,0.015422539978522755,0.0,
5,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,5-10%,2638,0.00023782959937135862,0.015511893011133012,0.015391734691013365,0.0,
5,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,10-25%,3279,0.08852973966682412,0.30352324797477925,0.07445593708435931,0.10247026532479414,0.846585117227319
5,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,25-50%,1673,0.023775042048004444,0.15412139617292153,0.14026910026969128,0.0,
5,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,50-75%,1444,0.14544964129144583,0.46326144559218035,0.38650547122773704,0.46537396121883656,1.0
5,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,75-90%,495,0.09267203317527169,0.3543071566923682,0.512791827020019,0.5252525252525253,1.0
5,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,90-95%,79,0.09228192750993561,0.3582751232806772,0.7128273686276206,0.9620253164556962,1.0
5,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,overall,overall,20281,0.03127229060440299,0.11623712000314791,0.07893001870150018,0.06626892165080617,0.9832202468963505
5,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_domain,crypto,8448,0.01563065296630781,0.08596798421087143,0.07606278363858689,0.0,
5,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_domain,macro,11833,0.04243941261628738,0.13784733374211114,0.08097703989743456,0.11358066424406321,0.996424826008199
5,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_family,crypto_btc,4638,0.013945208361072103,0.07980956047678928,0.07114231033927795,0.0,
5,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_family,crypto_eth,3138,0.021242338320485832,0.10771342264027073,0.09397460006734201,0.0,
5,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_family,crypto_microstrategy,336,0.0001462588750231206,0.012167477997884342,0.012093753553926945,0.0,
5,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_family,crypto_policy,336,0.0019710691935228555,0.041689869850102715,0.04066834708265517,0.0,
5,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_family,macro_fed_rates,11833,0.04243941261628738,0.13784733374211114,0.08097703989743456,0.11358066424406321,0.996424826008199
5,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,Y_i,0,18937,0.008832224925236186,0.05922849207098031,0.053763941011710316,0.0,
5,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,Y_i,1,1344,0.34745348388296077,0.9194903842527448,0.4335208023410468,1.0,
5,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,active_count_bucket,51-100,20281,0.03127229060440299,0.11623712000314791,0.07893001870150018,0.06626892165080617,0.9832202468963505
5,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,0-5%,10673,0.0003476055276707551,0.018502399786738975,0.0183263040363864,0.0,
5,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,5-10%,2638,0.0002931846981299127,0.01699783531434432,0.016849472816931853,0.0,
5,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,10-25%,3279,0.07246183179391488,0.23694439347937224,0.0900742218620364,0.10247026532479414,1.0
5,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,25-50%,1673,0.03388806970396764,0.18734169712922946,0.1670396794156977,0.0,
5,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,50-75%,1444,0.1922074852193477,0.5608136951164944,0.3479301822358882,0.46537396121883656,0.9838545521835677
5,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,75-90%,495,0.09739808765899015,0.3655138313375788,0.4682262285189195,0.5252525252525253,1.0
5,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,90-95%,79,0.12269824813262262,0.430138993979185,0.6549396658245521,0.9620253164556962,1.0
6,market_probability,market,market,baseline,overall,overall,20832,0.03533808700397839,0.135098001252154,0.11740055796356047,0.06451612903225806,0.956992382980491
6,market_probability,market,market,baseline,broad_domain,crypto,9072,0.031736782029726227,0.1409301397460727,0.11884415645904534,0.0,
6,market_probability,market,market,baseline,broad_domain,macro,11760,0.03811623655554435,0.1305989229854167,0.11628692483847214,0.11428571428571428,0.9761248648484931
6,market_probability,market,market,baseline,broad_family,crypto_btc,5040,0.030058510796440875,0.13473543755116962,0.11407813430292396,0.0,
6,market_probability,market,market,baseline,broad_family,crypto_eth,3360,0.03926296224385165,0.16254585481493952,0.13461629614123466,0.0,
6,market_probability,market,market,baseline,broad_family,crypto_microstrategy,336,0.0021777767857142855,0.04728299061451028,0.04615773809523809,0.0,
6,market_probability,market,market,baseline,broad_family,crypto_policy,336,0.011208053631764232,0.11134067111251286,0.10529951034277955,0.0,
6,market_probability,market,market,baseline,broad_family,macro_fed_rates,11760,0.03811623655554435,0.1305989229854167,0.11628692483847214,0.11428571428571428,0.9761248648484931
6,market_probability,market,market,baseline,Y_i,0,19488,0.02109434709651467,0.09770403605450209,0.08334533679684379,0.0,
6,market_probability,market,market,baseline,Y_i,1,1344,0.2418723156622024,0.6773104966181065,0.6112012648809524,1.0,
6,market_probability,market,market,baseline,active_count_bucket,51-100,20832,0.03533808700397839,0.135098001252154,0.11740055796356047,0.06451612903225806,0.956992382980491
6,market_probability,market,market,baseline,prob_bucket,0-5%,11613,0.0004251545807559289,0.014808695491888903,0.014590966948141283,0.0,
6,market_probability,market,market,baseline,prob_bucket,5-10%,2753,0.005574284334036846,0.07589249045919526,0.07294722000896504,0.0,
6,market_probability,market,market,baseline,prob_bucket,10-25%,3476,0.09091417269820365,0.3280563744772658,0.15892817250962207,0.09666283084004602,0.6303125947831361
6,market_probability,market,market,baseline,prob_bucket,25-50%,1967,0.14915142018301983,0.4832333433102167,0.37226182003050334,0.09659379766141332,0.9477193969730178
6,market_probability,market,market,baseline,prob_bucket,50-75%,406,0.23925130172413794,0.6688087824061212,0.5900665024630543,0.49507389162561577,0.663596650891882
6,market_probability,market,market,baseline,prob_bucket,75-90%,281,0.029341725978647693,0.1867054509153208,0.8299466192170819,1.0,
6,market_probability,market,market,baseline,prob_bucket,90-95%,188,0.004759840425531914,0.07010972687280476,0.9323936170212765,1.0,
6,market_probability,market,market,baseline,prob_bucket,95-100%,148,0.0013871097972972975,0.03669584535845337,0.9640168918918921,1.0,
6,logit_pca,logit,pca,logistic,overall,overall,20832,0.026749839524134893,0.10764998425866329,0.06271270532251261,0.06451612903225806,0.95839671177379
6,logit_pca,logit,pca,logistic,broad_domain,crypto,9072,0.007554605671612142,0.04596879569234554,0.04104608294318672,0.0,
6,logit_pca,logit,pca,logistic,broad_domain,macro,11760,0.04155759135322387,0.15523261543839412,0.07942695687227828,0.11428571428571428,0.9773138695162206
6,logit_pca,logit,pca,logistic,broad_family,crypto_btc,5040,0.006637433052344023,0.04319707068816222,0.03890995337021043,0.0,
6,logit_pca,logit,pca,logistic,broad_family,crypto_eth,3360,0.01039262744225141,0.05628833348642791,0.049452297976320954,0.0,
6,logit_pca,logit,pca,logistic,broad_family,crypto_microstrategy,336,0.00013627008828102243,0.011613412874743956,0.01154472585275432,0.0,
6,logit_pca,logit,pca,logistic,broad_family,crypto_policy,336,0.0003503128375723779,0.018704675631873065,0.018527233296921092,0.0,
6,logit_pca,logit,pca,logistic,broad_family,macro_fed_rates,11760,0.04155759135322387,0.15523261543839412,0.07942695687227828,0.11428571428571428,0.9773138695162206
6,logit_pca,logit,pca,logistic,Y_i,0,19488,0.0043813439172765275,0.03242117924018205,0.029645518823519294,0.0,
6,logit_pca,logit,pca,logistic,Y_i,1,1344,0.3510930258235812,1.1984676570266413,0.5421869095579155,1.0,
6,logit_pca,logit,pca,logistic,active_count_bucket,51-100,20832,0.026749839524134893,0.10764998425866329,0.06271270532251261,0.06451612903225806,0.95839671177379
6,logit_pca,logit,pca,logistic,prob_bucket,0-5%,11613,8.553391193667394e-05,0.00912368796877424,0.00908064059265646,0.0,
6,logit_pca,logit,pca,logistic,prob_bucket,5-10%,2753,0.00022315194874352202,0.014779797285285726,0.014667035927155597,0.0,
6,logit_pca,logit,pca,logistic,prob_bucket,10-25%,3476,0.09169817578310502,0.36349900126669993,0.02941323579600029,0.09666283084004602,0.6573229451016076
6,logit_pca,logit,pca,logistic,prob_bucket,25-50%,1967,0.07295255031775222,0.2661205116596788,0.15871009931041608,0.09659379766141332,0.9644477682670378
6,logit_pca,logit,pca,logistic,prob_bucket,50-75%,406,0.21544876578672958,0.6191911507496258,0.4518975642994916,0.49507389162561577,0.7034461837155686
6,logit_pca,logit,pca,logistic,prob_bucket,75-90%,281,0.01705994736765343,0.13591175443757852,0.8735519113453285,1.0,
6,logit_pca,logit,pca,logistic,prob_bucket,90-95%,188,0.004692444097607595,0.0697541804556487,0.9327117895217473,1.0,
6,logit_pca,logit,pca,logistic,prob_bucket,95-100%,148,0.0017315217932555957,0.04219007300067501,0.9587010849621546,1.0,
6,logit_pca_controls,logit,pca_controls,logistic,overall,overall,20832,0.023434110596186813,0.08689473849152159,0.05935588459385727,0.06451612903225806,0.9797849500791698
6,logit_pca_controls,logit,pca_controls,logistic,broad_domain,crypto,9072,0.0016294334430270463,0.017745372919336512,0.016817269834213517,0.0,
6,logit_pca_controls,logit,pca_controls,logistic,broad_domain,macro,11760,0.04025486154291007,0.14023853479006435,0.0921713874084396,0.11428571428571428,0.9752992762965401
6,logit_pca_controls,logit,pca_controls,logistic,broad_family,crypto_btc,5040,0.0019418321838056366,0.02110933861140221,0.020022518479469804,0.0,
6,logit_pca_controls,logit,pca_controls,logistic,broad_family,crypto_eth,3360,0.0014830785210601747,0.015493734553640925,0.014619914878252227,0.0,
6,logit_pca_controls,logit,pca_controls,logistic,broad_family,crypto_microstrategy,336,3.3054504911787943e-06,0.001809981998650961,0.0018083272357179078,0.0,
6,logit_pca_controls,logit,pca_controls,logistic,broad_family,crypto_policy,336,3.312954355277263e-05,0.00573766211599253,0.0057210323134777585,0.0,
6,logit_pca_controls,logit,pca_controls,logistic,broad_family,macro_fed_rates,11760,0.04025486154291007,0.14023853479006435,0.0921713874084396,0.11428571428571428,0.9752992762965401
6,logit_pca_controls,logit,pca_controls,logistic,Y_i,0,19488,0.002306637742484515,0.023992744601836268,0.02265186837646665,0.0,
6,logit_pca_controls,logit,pca_controls,logistic,Y_i,1,1344,0.3297824669748702,0.9989736498919589,0.5915641197460213,1.0,
6,logit_pca_controls,logit,pca_controls,logistic,active_count_bucket,51-100,20832,0.023434110596186813,0.08689473849152159,0.05935588459385727,0.06451612903225806,0.9797849500791698
6,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,0-5%,11613,0.00020715345238021663,0.01123824923730903,0.011133209511057241,0.0,
6,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,5-10%,2753,0.00046583139455058463,0.016166987538554063,0.01592851303652478,0.0,
6,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,10-25%,3476,0.08797675776501516,0.30526466415045234,0.03163395890798125,0.09666283084004602,0.8300225583864119
6,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,25-50%,1967,0.06759990486632748,0.2221643035756958,0.11460440218487644,0.09659379766141332,0.9331368657998401
6,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,50-75%,406,0.11196269033020567,0.3076235349275569,0.30301562723137815,0.49507389162561577,0.9994418153136755
