fold,representation,model,class_weight,prob_decile,n_obs,avg_pred,avg_actual
5,tda,tda_24h_balanced,balanced,4,292,0.4459664138755272,0.0
5,tda,tda_24h_balanced,balanced,5,176,0.5546526689645366,0.011363636363636364
5,tda,tda_24h_balanced,balanced,6,248,0.6543926674277314,0.3387096774193548
5,tda,tda_24h_balanced,balanced,7,441,0.7456568392763147,0.5215419501133787
5,tda,tda_24h_balanced,balanced,8,531,0.8588276089317305,0.4331450094161959
5,tda,tda_24h_balanced,balanced,9,751,0.945918219575123,0.6151797603195739
5,tda,tda_24h_standard,standard,0,18195,0.008860344997051421,0.01846661170651278
5,tda,tda_24h_standard,standard,1,581,0.15548306360190373,0.37865748709122204
5,tda,tda_24h_standard,standard,2,366,0.24502820052683713,0.3797814207650273
5,tda,tda_24h_standard,standard,3,351,0.34927859310264925,0.46438746438746437
5,tda,tda_24h_standard,standard,4,287,0.4391472176258055,0.5052264808362369
5,tda,tda_24h_standard,standard,5,125,0.5525331093289986,0.184
5,tda,tda_24h_standard,standard,6,294,0.6611846686875357,0.8095238095238095
5,tda,tda_24h_standard,standard,7,82,0.7380684234195957,0.975609756097561
5,tda,tda_72h_balanced,balanced,0,15290,0.0341211027537834,0.008436886854153041
5,tda,tda_72h_balanced,balanced,1,1453,0.1418086005985504,0.13351686166551963
5,tda,tda_72h_balanced,balanced,2,517,0.24491498290164657,0.025145067698259187
5,tda,tda_72h_balanced,balanced,3,459,0.35145425883327663,0.0
5,tda,tda_72h_balanced,balanced,4,281,0.4453166865771361,0.0
5,tda,tda_72h_balanced,balanced,5,212,0.5435515279810827,0.0
5,tda,tda_72h_balanced,balanced,6,247,0.6534008071460723,0.3481781376518219
5,tda,tda_72h_balanced,balanced,7,319,0.7584773034396376,0.36363636363636365
5,tda,tda_72h_balanced,balanced,8,576,0.8482368647261888,0.4496527777777778
5,tda,tda_72h_balanced,balanced,9,927,0.9521391043237813,0.5900755124056095
5,tda,tda_72h_standard,standard,0,18095,0.009670367852049357,0.018568665377176014
5,tda,tda_72h_standard,standard,1,462,0.1440021460133547,0.24458874458874458
5,tda,tda_72h_standard,standard,2,464,0.25045161548337175,0.47844827586206895
5,tda,tda_72h_standard,standard,3,319,0.3378765019796255,0.3887147335423197
5,tda,tda_72h_standard,standard,4,219,0.4489216363126658,0.3926940639269406
5,tda,tda_72h_standard,standard,5,265,0.541616827381465,0.4830188679245283
5,tda,tda_72h_standard,standard,6,220,0.6466936276890505,0.5909090909090909
5,tda,tda_72h_standard,standard,7,194,0.7537332901026916,0.8402061855670103
5,tda,tda_72h_standard,standard,8,43,0.8091742664068068,0.9767441860465116
6,market_probability,market_probability,none,0,14366,0.025773952098945115,0.0
6,market_probability,market_probability,none,1,2732,0.14075780660448253,0.12298682284040996
6,market_probability,market_probability,none,2,1156,0.24274999999999997,0.0
6,market_probability,market_probability,none,3,841,0.35624554102259215,0.0
6,market_probability,market_probability,none,4,714,0.44804131652661067,0.2661064425770308
6,market_probability,market_probability,none,5,301,0.5564102990033223,0.4717607973421927
6,market_probability,market_probability,none,6,50,0.62795,0.08
6,market_probability,market_probability,none,7,74,0.7495945945945945,1.0
6,market_probability,market_probability,none,8,262,0.8337213740458015,1.0
6,market_probability,market_probability,none,9,336,0.9463229166666667,1.0
6,tda,tda_168h_balanced,balanced,0,15957,0.04340416515198964,0.006016168452716676
6,tda,tda_168h_balanced,balanced,1,1786,0.13826595518928977,0.13157894736842105
6,tda,tda_168h_balanced,balanced,2,725,0.24359253919207186,0.006896551724137931
6,tda,tda_168h_balanced,balanced,3,158,0.3346164246681393,0.0
6,tda,tda_168h_balanced,balanced,4,242,0.4632828282004281,0.0
6,tda,tda_168h_balanced,balanced,5,392,0.5451827979529729,0.00510204081632653
6,tda,tda_168h_balanced,balanced,6,414,0.6505677364108388,0.24879227053140096
6,tda,tda_168h_balanced,balanced,7,422,0.7401164243786372,0.4549763033175355
6,tda,tda_168h_balanced,balanced,8,64,0.8356228010668497,0.609375
6,tda,tda_168h_balanced,balanced,9,672,0.9792552330498273,1.0
6,tda,tda_168h_standard,standard,0,18960,0.010741840188996588,0.017721518987341773
6,tda,tda_168h_standard,standard,1,923,0.14826709270244492,0.2134344528710726
6,tda,tda_168h_standard,standard,2,243,0.22493246859351004,0.4609053497942387
6,tda,tda_168h_standard,standard,3,38,0.34260106243650634,0.8157894736842105
6,tda,tda_168h_standard,standard,4,51,0.43450682345350117,1.0
6,tda,tda_168h_standard,standard,5,17,0.5429463065671812,1.0
6,tda,tda_168h_standard,standard,6,20,0.6538964624555182,1.0
6,tda,tda_168h_standard,standard,7,258,0.7651939412417372,1.0
6,tda,tda_168h_standard,standard,8,204,0.8683419888795607,1.0
6,tda,tda_168h_standard,standard,9,118,0.9173883317807031,1.0
6,tda,tda_24h_balanced,balanced,0,16929,0.03438036754564929,0.015771752613857878
6,tda,tda_24h_balanced,balanced,1,1257,0.1387074986503795,0.05489260143198091
6,tda,tda_24h_balanced,balanced,2,491,0.24844170952031056,0.0
6,tda,tda_24h_balanced,balanced,3,459,0.348572016926776,0.004357298474945534
6,tda,tda_24h_balanced,balanced,4,398,0.4511469984682404,0.16080402010050251
6,tda,tda_24h_balanced,balanced,5,281,0.5452755583193017,0.40213523131672596
