model,fold,prob_decile,n_obs,avg_pred,avg_actual,abs_calibration_error,ece
logit_pca_controls,11,4,575,0.45137813901523516,0.5060869565217392,0.054708817506504026,0.03244259986083073
logit_pca_controls,11,5,235,0.5322014262147235,0.5787234042553191,0.046521978040595546,0.03244259986083073
logit_pca_controls,11,6,105,0.6447496129026098,0.6095238095238096,0.03522580337880021,0.03244259986083073
logit_pca_controls,11,9,672,0.9916841842027088,1.0,0.008315815797291237,0.03244259986083073
logit_pca_controls,12,0,12031,0.039661161772727084,0.027678497215526555,0.01198266455720053,0.05908114965180316
logit_pca_controls,12,1,1234,0.14836552120782617,0.0024311183144246355,0.14593440289340154,0.05908114965180316
logit_pca_controls,12,2,380,0.24638102757321298,0.0,0.24638102757321298,0.05908114965180316
logit_pca_controls,12,3,234,0.34731282398038515,0.0,0.34731282398038515,0.05908114965180316
logit_pca_controls,12,4,153,0.44863192943963176,0.0457516339869281,0.40288029545270365,0.05908114965180316
logit_pca_controls,12,5,275,0.5519254852158703,0.5127272727272727,0.03919821248859756,0.05908114965180316
logit_pca_controls,12,6,526,0.6491685155306502,0.30228136882129275,0.3468871467093575,0.05908114965180316
logit_pca_controls,12,7,408,0.7328822163998158,0.8063725490196079,0.0734903326197921,0.05908114965180316
logit_pca_controls,12,8,103,0.8616774679757212,0.3106796116504854,0.5509978563252358,0.05908114965180316
logit_pca_controls,12,9,807,0.9782620800009668,0.8376703841387856,0.14059169586218123,0.05908114965180316
logit_pca_controls,13,0,12974,0.023690432755505097,0.019808848466163095,0.003881584289342002,0.03110779457078155
logit_pca_controls,13,1,797,0.1314940648613229,0.09912170639899624,0.03237235846232665,0.03110779457078155
logit_pca_controls,13,2,235,0.2246797666133617,0.0,0.2246797666133617,0.03110779457078155
logit_pca_controls,13,3,36,0.3464653148107857,0.3333333333333333,0.01313198147745237,0.03110779457078155
logit_pca_controls,13,4,157,0.4555407372867993,0.7515923566878981,0.29605161940109886,0.03110779457078155
logit_pca_controls,13,5,109,0.5361735064244947,0.7889908256880734,0.25281731926357875,0.03110779457078155
logit_pca_controls,13,6,335,0.65619396423653,0.7164179104477612,0.06022394621123117,0.03110779457078155
logit_pca_controls,13,7,279,0.7616791116866342,0.15412186379928317,0.607557247887351,0.03110779457078155
logit_pca_controls,13,8,241,0.8511054132362449,0.5145228215767634,0.33658259165948146,0.03110779457078155
logit_pca_controls,13,9,650,0.960557655355274,0.9876923076923076,0.027134652337033605,0.03110779457078155
logit_pca_controls,14,0,9925,0.013253816685549515,0.03385390428211587,0.020600087596566355,0.046887155225062115
logit_pca_controls,14,1,175,0.12880879278246052,0.0,0.12880879278246052,0.046887155225062115
logit_pca_controls,14,2,26,0.27589799924116254,1.0,0.7241020007588375,0.046887155225062115
logit_pca_controls,14,3,144,0.3466852869312748,0.9722222222222222,0.6255369352909474,0.046887155225062115
logit_pca_controls,14,4,101,0.4609655459305143,0.6534653465346535,0.19249980060413918,0.046887155225062115
logit_pca_controls,14,5,196,0.5453007630468276,0.42857142857142855,0.11672933447539907,0.046887155225062115
logit_pca_controls,14,6,128,0.6425970024690032,0.15625,0.4863470024690032,0.046887155225062115
logit_pca_controls,14,7,90,0.7393088647566708,0.14444444444444443,0.5948644203122264,0.046887155225062115
logit_pca_controls,14,8,274,0.8605243924561505,1.0,0.13947560754384947,0.046887155225062115
logit_pca_controls,14,9,385,0.988708401216132,1.0,0.011291598783867984,0.046887155225062115
logit_pca_controls,15,0,9578,0.01581485567222898,0.03508039256629777,0.019265536894068788,0.03720575659081562
logit_pca_controls,15,1,535,0.17145149818692157,0.0,0.17145149818692157,0.03720575659081562
logit_pca_controls,15,2,312,0.23808440087215607,0.3974358974358974,0.15935149656374134,0.03720575659081562
logit_pca_controls,15,3,190,0.3472888142938623,0.4789473684210526,0.1316585541271903,0.03720575659081562
logit_pca_controls,15,4,124,0.43483359386142156,0.8467741935483871,0.41194059968696556,0.03720575659081562
logit_pca_controls,15,5,16,0.5194553880826556,1.0,0.48054461191734443,0.03720575659081562
logit_pca_controls,15,9,672,0.9770890233661585,1.0,0.02291097663384145,0.03720575659081562
logit_pca_controls,16,0,7539,0.01753288710424733,0.04456824512534819,0.02703535802110086,0.04575724895985718
